Description,Manufacturer,Brand Name,Strength,Label Size,Pack Quantity,Min Price
ROBAFEN DM SR 200-20MG/20ML 118ML,MAJOR PHARMACEUTICALS CS NLC,,200-20MG/20ML,118 ML,1,1.57
ROBAFEN DM SR 200-20MG/20ML 237ML,MAJOR PHARMACEUTICALS,,200-20MG/20ML,237 ML,1,2.42
ROBAFEN DM SR 200-20MG/20ML 237ML,MAJOR PHARMACEUTICALS NLC,,200-20MG/20ML,237 ML,1,2.42
ROFLUMILAST TB 250MCG 28 BPK,NOVADOZ PHARMACEUTICALS LLC CS,DALIRESP,250MCG,28 EA,1,55.97
ROFLUMILAST TB 250MCG 2X10UD,NOVADOZ PHARMACEUTICALS LLC CS,DALIRESP,250MCG,2X10EA,2,40.67
ROFLUMILAST TB 500MCG 30,NOVADOZ PHARMACEUTICALS LLC CS,DALIRESP,500MCG,30 EA,1,8.47
ROFLUMILAST TB 500MCG 90,NOVADOZ PHARMACEUTICALS LLC CS,DALIRESP,500MCG,90 EA,1,19.17
ROPINIROLE ER TB 12MG 30 CPLT,ALEMBIC PHARMACEUTICALS INC CS,REQUIP XL,12MG,30 EA,1,37.07
ROPINIROLE ER TB 2MG 30 CPLT,ALEMBIC PHARMACEUTICALS INC CS,REQUIP XL,2MG,30 EA,1,9.27
ROPINIROLE ER TB 4MG 30 CPLT,ALEMBIC PHARMACEUTICALS INC CS,REQUIP XL,4MG,30 EA,1,13.07
ROPINIROLE ER TB 4MG 90 CPLT,ALEMBIC PHARMACEUTICALS INC CS,REQUIP XL,4MG,90 EA,1,41.27
ROPINIROLE ER TB 6MG 30 CPLT,ALEMBIC PHARMACEUTICALS INC CS,REQUIP XL,6MG,30 EA,1,16.07
ROPINIROLE ER TB 8MG 30 CPLT,ALEMBIC PHARMACEUTICALS INC CS,REQUIP XL,8MG,30 EA,1,21.77
ROPINIROLE TB 0.25MG 100,SOLCO HEALTHCARE US LLC CS,REQUIP,0.25MG,100 EA,1,3.07
ROPINIROLE TB 0.5MG 100,SOLCO HEALTHCARE US LLC CS,REQUIP,0.5MG,100 EA,1,3.27
ROPINIROLE TB 1MG 100,SOLCO HEALTHCARE US LLC CS,REQUIP,1MG,100 EA,1,3.97
ROPINIROLE TB 2MG 100,SOLCO HEALTHCARE US LLC CS,REQUIP,2MG,100 EA,1,4.37
ROPINIROLE TB 3MG 100,SOLCO HEALTHCARE US LLC CS,REQUIP,3MG,100 EA,1,5.77
ROPINIROLE TB 4MG 100,SOLCO HEALTHCARE US LLC CS,REQUIP,4MG,100 EA,1,6.17
ROPINIROLE TB 5MG 100,SOLCO HEALTHCARE US LLC CS,REQUIP,5MG,100 EA,1,6.37
ROSUVASTATIN TB 10MG 1000,NOVADOZ PHARMACEUTICALS LLC CS,CRESTOR,10MG,1000 EA,1,55.77
ROSUVASTATIN TB 10MG 1000,RISING PHARMA HOLDINGS INC CS,CRESTOR,10MG,1000 EA,1,106.37
ROSUVASTATIN TB 10MG 500,BIOCON PHARMA INC CS,CRESTOR,10MG,500 EA,1,17.27
ROSUVASTATIN TB 10MG 90,BIOCON PHARMA INC CS,CRESTOR,10MG,90 EA,1,3.17
ROSUVASTATIN TB 10MG 90,CRANBURY PHARMACEUTICALS LLC CS,CRESTOR,10MG,90 EA,1,6.57
ROSUVASTATIN TB 10MG 90,GLENMARK PHARMA INC USA CS,CRESTOR,10MG,90 EA,1,2.67
ROSUVASTATIN TB 20MG 1000,NOVADOZ PHARMACEUTICALS LLC CS,CRESTOR,20MG,1000 EA,1,58.07
ROSUVASTATIN TB 20MG 1000,RISING PHARMA HOLDINGS INC CS,CRESTOR,20MG,1000 EA,1,106.67
ROSUVASTATIN TB 20MG 500,BIOCON PHARMA INC CS,CRESTOR,20MG,500 EA,1,23.47
ROSUVASTATIN TB 20MG 90,BIOCON PHARMA INC CS,CRESTOR,20MG,90 EA,1,3.77
ROSUVASTATIN TB 20MG 90,CRANBURY PHARMACEUTICALS LLC CS,CRESTOR,20MG,90 EA,1,6.67
ROSUVASTATIN TB 20MG 90,GLENMARK PHARMA INC USA CS,CRESTOR,20MG,90 EA,1,3.37
ROSUVASTATIN TB 40MG 30,CRANBURY PHARMACEUTICALS LLC CS,CRESTOR,40MG,30 EA,1,4.57
ROSUVASTATIN TB 40MG 30,GLENMARK PHARMA INC USA CS,CRESTOR,40MG,30 EA,1,2.67
ROSUVASTATIN TB 40MG 500,BIOCON PHARMA INC CS,CRESTOR,40MG,500 EA,1,37.57
ROSUVASTATIN TB 40MG 500,RISING PHARMA HOLDINGS INC CS,CRESTOR,40MG,500 EA,1,53.07
ROSUVASTATIN TB 40MG 90,NOVADOZ PHARMACEUTICALS LLC CS,CRESTOR,40MG,90 EA,1,8.87
ROSUVASTATIN TB 5MG 500,RISING PHARMA HOLDINGS INC CS,CRESTOR,5MG,500 EA,1,53.07
ROSUVASTATIN TB 5MG 90,BIOCON PHARMA INC CS,CRESTOR,5MG,90 EA,1,2.37
ROSUVASTATIN TB 5MG 90,CRANBURY PHARMACEUTICALS LLC CS,CRESTOR,5MG,90 EA,1,7.17
ROSUVASTATIN TB 5MG 90,GLENMARK PHARMA INC USA CS,CRESTOR,5MG,90 EA,1,2.07
RUFINAMIDE SS 40MG/ML 460ML ORAL,ASCEND LABORATORIES CS,BANZEL,40MG/ML,460 ML,1,360.17
RUFINAMIDE TB 200MG 120 CPLT,AUROBINDO PHARMA USA CS,BANZEL,200MG,120 EA,1,115.27
RUFINAMIDE TB 400MG 120,HIKMA CS,BANZEL,400MG,120 EA,1,595.87
RUFINAMIDE TB 400MG 120 CPLT,AUROBINDO PHARMA USA CS,BANZEL,400MG,120 EA,1,220.57
RYBELSUS TB 14MG 30UU 1/D,NOVO NORDISK INC,,14MG,30 EA,1,987.6
RYBELSUS TB 3MG 30UU 1/D,NOVO NORDISK INC,,3MG,30 EA,1,987.6
RYBELSUS TB 7MG 30UU 1/D,NOVO NORDISK INC,,7MG,30 EA,1,987.6
SAPROPTERIN DI-HCL PK 100MG 30UD,CAMBER PHARMA CS,KUVAN,100MG,30 EA,1,694.77
SAPROPTERIN DI-HCL PK 500MG 30UD,CAMBER PHARMA CS,KUVAN,500MG,30 EA,1,3471.27
SAPROPTERIN DI-HCL TB 100MG 120,CAMBER PHARMA CS,KUVAN,100MG,120 EA,1,2416.97
SAXAGLIPTIN HCL TB 2.5MG 30,AUROBINDO PHARMA USA CS,ONGLYZA,2.5MG,30 EA,1,75.47
SAXAGLIPTIN/MET HCLTB2.5-1000MG60,DR REDDYS LABS INC CS,KOMBIGLYZE XR,2.5-1000MG,60 EA,1,270.77
SAXAGLIPTIN/MET HCL TB 5-1000MG30,DR REDDYS LABS INC CS,KOMBIGLYZE XR,5-1000MG,30 EA,1,270.77
SAXAGLIPTIN/MET HCL TB 5-500MG 30,DR REDDYS LABS INC CS,KOMBIGLYZE XR,5-500MG,30 EA,1,270.77
SAXAGLIPTIN TB 2.5MG 30,MYLAN PHARM CS,ONGLYZA,2.5MG,30 EA,1,158.07
SAXAGLIPTIN TB 2.5MG 90,MYLAN PHARM CS,ONGLYZA,2.5MG,90 EA,1,530.27
SAXAGLIPTIN TB 5MG 30,AUROBINDO PHARMA USA CS,ONGLYZA,5MG,30 EA,1,67.67
SAXAGLIPTIN TB 5MG 30,MYLAN PHARM CS,ONGLYZA,5MG,30 EA,1,126.17
SAXAGLIPTIN TB 5MG 90,MYLAN PHARM CS,ONGLYZA,5MG,90 EA,1,530.27
SCOPOLAMINE AP 1MG/72HR 10,INGENUS PHARMACEUTICALS LLC CS,TRANSDERM-SCOP,1MG/72HR,10X1EA,10,25.87
SCOPOLAMINE AP 1MG/72HR 10,PADAGIS US LLC RX CS,TRANSDERM SCOP,1MG/72HR,10 EA,1,38.07
SCOPOLAMINE AP 1MG/72HR 24,INGENUS PHARMACEUTICALS LLC CS,TRANSDERM-SCOP,1MG/72HR,24 EA,1,84.27
SCOPOLAMINE AP 1MG/72HR 4,INGENUS PHARMACEUTICALS LLC CS,TRANSDERM-SCOP,1MG/72HR,4X1EA,4,12.07
SCOPOLAMINE AP 1MG/72HR 4,PADAGIS US LLC RX CS,TRANSDERM SCOP,1MG/72HR,4 EA,1,16.37
SEA-OMEGA CP 1000MG 50,MAJOR RUGBY LABS CHLC,SEA-OMEGA,1000MG,50 EA,1,1.1
SEA-OMEGA CP 1000MG 50,MAJOR RUGBY LABS NLC,SEA-OMEGA,1000MG,50 EA,1,1.1
SEBEX SH 2-2% 118ML,MAJOR RUGBY LABS,SEBULEX,2-2%,118 ML,1,1.88
SEBEX SH 2-2% 118ML,MAJOR RUGBY LABS CHLC,SEBULEX,2-2%,118 ML,1,1.88
SEBEX SH 2-2% 118ML,MAJOR RUGBY LABS NLC,SEBULEX,2-2%,118 ML,1,1.88
SELEGILINE HCL CP 5MG 60,APOTEX CORP CS,ELDEPRYL,5MG,60 EA,1,39.37
SELEGILINE HCL TB 5MG 60 CRC,APOTEX CORP CS,SELEGILINE HCL,5MG,60 EA,1,48.47
SELENIUM SULFIDE LT  2.5% 120ML,PADAGIS US LLC RX CS,SELSUN,2.5%,120 ML,1,9.17
SELENIUM SULFIDE SH 2.25% 180ML,WESTMINSTER PHARMACEUTICALS CS,SELSEB,2.25%,180 ML,1,45.17
SELENIUM SULFIDE SH 2.3% 180ML,LASER PHARMACEUTICALS LLC CS,SELRX,2.3%,180 ML,1,117.07
SE-NATAL 19 CW 100 ORANGE,SETON PHARMACEUTICALS LLC CS,,NOT AVAILABLE,100 EA,1,42.27
SE-NATAL 19 TB 100,SETON PHARMACEUTICALS LLC CS,SE-NATAL-19,NOT AVAILABLE,100 EA,1,39.27
SENNA-LAX TB 8.6MG 10X10UD,MAJOR PHARMACEUTICALS,,8.6MG,10X10EA,10,3.5
SENNA-LAX TB 8.6MG 10X10UD,MAJOR PHARMACEUTICALS NLC,,8.6MG,10X10EA,10,3.5
SENNA SR 176MG/5ML 237ML,PHARMACEUTICAL ASSOC,SENNA,176MG/5ML,237 ML,1,8.47
SENNA TB 8.6MG 100,MAJOR PHARMACEUTICALS CS CHLC,,8.6MG,100 EA,1,1.6
SENNA TB 8.6MG 100,MAJOR PHARMACEUTICALS CS NLC,,8.6MG,100 EA,1,1.6
SENNA TB 8.6MG 1000,MAJOR PHARMACEUTICALS CS CHLC,,8.6MG,1000 EA,1,8.17
SENNA TB 8.6MG 1000,MAJOR PHARMACEUTICALS CS NLC,,8.6MG,1000 EA,1,8.17
SENNA TB 8.6MG 1000 NATR VLAX,TIME CAP LABS INC CS,,8.6MG,1000 EA,1,8.37
SENNA TB 8.6MG 100 NATR VLAX,TIME CAP LABS INC CS,,8.6MG,100 EA,1,1.67
SERTRALINE HCL CN 20MG/ML 60ML,MYLAN PHARM CS,ZOLOFT,20MG/ML,60 ML,1,38.57
SERTRALINE HCL CN 20MG/ML 60ML,RISING PHARMA HOLDINGS INC CS,ZOLOFT,20MG/ML,60 ML,1,24.67
SERTRALINE HCL TB 100MG 30,AUROBINDO PHARMA USA CS,ZOLOFT,100MG,30 EA,1,2.17
SERTRALINE HCL TB 100MG 30,LUPIN PHARMA INC CS NCBNET,ZOLOFT,100MG,30 EA,1,1.87
SERTRALINE HCL TB 100MG 500,AUROBINDO PHARMA USA CS,ZOLOFT,100MG,500 EA,1,23.47
SERTRALINE HCL TB 100MG 5000,LUPIN PHARMA INC CS NCBNET,ZOLOFT,100MG,5000 EA,1,207.27
SERTRALINE HCL TB 100MG 90 CPLT,LUPIN PHARMA INC CS NCBNET,ZOLOFT,100MG,90 EA,1,4.67
SERTRALINE HCL TB 25MG 30,AUROBINDO PHARMA USA CS,ZOLOFT,25MG,30 EA,1,2.17
SERTRALINE HCL TB 25MG 30,LUPIN PHARMA INC CS NCBNET,ZOLOFT,25MG,30 EA,1,0.87
SERTRALINE HCL TB 25MG 500,AUROBINDO PHARMA USA CS,ZOLOFT,25MG,500 EA,1,11.87
SERTRALINE HCL TB 25MG 90,LUPIN PHARMA INC CS NCBNET,ZOLOFT,25MG,90 EA,1,1.97
SERTRALINE HCL TB 50MG 30,LUPIN PHARMA INC CS NCBNET,ZOLOFT,50MG,30 EA,1,1.27
SERTRALINE HCL TB 50MG 500,AUROBINDO PHARMA USA CS,ZOLOFT,50MG,500 EA,1,11.97
SERTRALINE HCL TB 50MG 5000,LUPIN PHARMA INC CS NCBNET,ZOLOFT,50MG,5000 EA,1,134.77
SERTRALINE HCL TB 50MG 90 CPLT,LUPIN PHARMA INC CS NCBNET,ZOLOFT,50MG,90 EA,1,2.67
SEVELAMER CARBONATE PK 90X0.8GM,DR REDDYS LABS INC CS,RENVELA,NOT AVAILABLE,90 EA,1,484.27
SEVELAMER CARBONATE PK 90X0.8GM,STRIDES PHARMA INC CS NCBNET,RENVELA,0.8GM,90 EA,1,92.87
SEVELAMER CARBONATE PK 90X2.4GM,DR REDDYS LABS INC CS,RENVELA,NOT AVAILABLE,90 EA,1,562.67
SEVELAMER CARBONATE PK 90X2.4GM,STRIDES PHARMA INC CS NCBNET,RENVELA,2.4GM,90 EA,1,132.47
SEVELAMER CARBONATE TB 800MG 270,AUROBINDO PHARMA USA CS,RENVELA,800MG,270 EA,1,44.67
SEVELAMER HCL TB 800MG 180,LUPIN PHARMA INC CS NCBNET,RENAGEL,800MG,180 EA,1,112.77
SILDENAFIL CITRATE TB 100MG 100,TORRENT PHARMA INC CS,VIAGRA,100MG,100 EA,1,13.97
SILDENAFIL CITRATE TB 100MG 30,TORRENT PHARMA INC CS,VIAGRA,100MG,30 EA,1,4.77
SILDENAFIL CITRATE TB 20MG 90,TORRENT PHARMA INC CS,REVATIO,20MG,90 EA,1,3.07
SILDENAFIL CITRATE TB 25MG 30,TORRENT PHARMA INC CS,VIAGRA,25MG,30 EA,1,2.97
SILDENAFIL CITRATE TB 50MG 100,TORRENT PHARMA INC CS,VIAGRA,50MG,100 EA,1,8.67
SILDENAFIL CITRATE TB 50MG 30,TORRENT PHARMA INC CS,VIAGRA,50MG,30 EA,1,2.87
SILDENAFIL PT 10MG/ML 112ML GRP,AMNEAL PHARMACEUTICALS LLC CS,,10MG/ML,112 ML,1,95.77
SILDENAFIL TB 100MG 100 USP,CAMBER PHARMA CS,VIAGRA,100MG,100 EA,1,22.47
SILDENAFIL TB 100MG 30 USP,AMNEAL PHARMACEUTICALS LLC CS,VIAGRA,100MG,30 EA,1,6.97
SILDENAFIL TB 100MG 30 USP,CAMBER PHARMA CS,VIAGRA,100MG,30 EA,1,6.27
SILDENAFIL TB 20MG 90,AMNEAL PHARMACEUTICALS LLC CS,REVATIO,20MG,90 EA,1,4.77
SILDENAFIL TB 25MG 30 USP,CAMBER PHARMA CS,VIAGRA,25MG,30 EA,1,6.27
SILDENAFIL TB 50MG 100 USP,CAMBER PHARMA CS,VIAGRA,50MG,100 EA,1,23.97
SILDENAFIL TB 50MG 30 USP,AMNEAL PHARMACEUTICALS LLC CS,VIAGRA,50MG,30 EA,1,6.97
SILODOSIN CP 4MG 30,AJANTA PHARMA USA INC CS,RAPAFLO,4MG,30 EA,1,9.47
SILODOSIN CP 8MG 30,AJANTA PHARMA USA INC CS,RAPAFLO,8MG,30 EA,1,12.27
SILODOSIN CP 8MG 30,NOVADOZ PHARMACEUTICALS LLC CS,RAPAFLO,8MG,30 EA,1,16.97
SILODOSIN CP 8MG 90,AJANTA PHARMA USA INC CS,RAPAFLO,8MG,90 EA,1,41.47
SILVER SULFAD CR 1% 25GM TUBE,ASCEND LABORATORIES CS,THERMAZENE,1%,25 GM,1,5.97
SILVER SULFAD CR 1% 400GM JAR,ASCEND LABORATORIES CS,THERMAZENE,1%,400 GM,1,36.17
SILVER SULFAD CR 1% 50GM JAR,ASCEND LABORATORIES CS,THERMAZENE,1%,50 GM,1,8.37
SILVER SULFAD CR 1% 50GM TOP TUBE,ASCEND LABORATORIES CS,THERMAZENE,1%,50 GM,1,8.37
SILVER SULFAD CR 1% 85GM TUBE,ASCEND LABORATORIES CS,THERMAZENE,1%,85 GM,1,14.67
SIMETHICONE CW 80MG 100,MAJOR PHARMACEUTICALS CS CHLC,,80MG,100 EA,1,2.51
SIMETHICONE CW 80MG 100,MAJOR PHARMACEUTICALS CS NLC,,80MG,100 EA,1,2.51
SIMETHICONE DR 20MG/0.3ML 1OZ,MAJOR RUGBY LABS CHLC,,20MG/0.3ML,30 ML,1,2.03
SIMETHICONE DR 20MG/0.3ML 1OZ,MAJOR RUGBY LABS NLC,,20MG/0.3ML,30 ML,1,2.03
SIMETHICONE GC 180MG 60 SFG,MAJOR RUGBY LABS,,180MG,60 EA,1,2.07
SIMETHICONE GC 180MG 60 SFG,MAJOR RUGBY LABS CHLC,,180MG,60 EA,1,2.07
SIMETHICONE GC 180MG 60 SFG,MAJOR RUGBY LABS NLC,,180MG,60 EA,1,2.07
SIMPESSE TB .15-.03MG-0.01MG 2X91,AUROBINDO PHARMA USA CS,SEASONIQUE,0.15-0.03MG-0.01MG,2X91EA,1,12.17
SIMVASTATIN TB 10MG 1000,BIOCON PHARMA INC CS,ZOCOR,10MG,1000 EA,1,17.77
SIMVASTATIN TB 10MG 1000,LUPIN PHARMA INC CS NCBNET,ZOCOR,10MG,1000 EA,1,22.57
SIMVASTATIN TB 10MG 30,LUPIN PHARMA INC CS NCBNET,ZOCOR,10MG,30 EA,1,1.07
SIMVASTATIN TB 10MG 90,BIOCON PHARMA INC CS,ZOCOR,10MG,90 EA,1,2.17
SIMVASTATIN TB 10MG 90,LUPIN PHARMA INC CS NCBNET,ZOCOR,10MG,90 EA,1,2.47
SIMVASTATIN TB 20MG 1000,AUROBINDO PHARMA USA CS,ZOCOR,20MG,1000 EA,1,66.67
SIMVASTATIN TB 20MG 1000,BIOCON PHARMA INC CS,ZOCOR,20MG,1000 EA,1,21.17
SIMVASTATIN TB 20MG 1000,LUPIN PHARMA INC CS NCBNET,ZOCOR,20MG,1000 EA,1,28.27
SIMVASTATIN TB 20MG 30,LUPIN PHARMA INC CS NCBNET,ZOCOR,20MG,30 EA,1,1.37
SIMVASTATIN TB 20MG 90,BIOCON PHARMA INC CS,ZOCOR,20MG,90 EA,1,2.67
SIMVASTATIN TB 20MG 90,LUPIN PHARMA INC CS NCBNET,ZOCOR,20MG,90 EA,1,2.97
SIMVASTATIN TB 40MG 1000,BIOCON PHARMA INC CS,ZOCOR,40MG,1000 EA,1,41.37
SIMVASTATIN TB 40MG 1000,LUPIN PHARMA INC CS NCBNET,ZOCOR,40MG,1000 EA,1,51.27
SIMVASTATIN TB 40MG 30,LUPIN PHARMA INC CS NCBNET,ZOCOR,40MG,30 EA,1,1.77
SIMVASTATIN TB 40MG 90,BIOCON PHARMA INC CS,ZOCOR,40MG,90 EA,1,4.67
SIMVASTATIN TB 5MG 1000,BIOCON PHARMA INC CS,ZOCOR,5 MG,1000 EA,1,22.27
SIMVASTATIN TB 5MG 90,AUROBINDO PHARMA USA CS,ZOCOR,5MG,90 EA,1,4.87
SIMVASTATIN TB 5MG 90,BIOCON PHARMA INC CS,ZOCOR,5MG,90 EA,1,2.07
SIMVASTATIN TB 80MG 1000,BIOCON PHARMA INC CS,ZOCOR,80MG,1000 EA,1,74.87
SIMVASTATIN TB 80MG 30 CPLT,LUPIN PHARMA INC CS NCBNET,ZOCOR,80MG,30 EA,1,2.57
SIMVASTATIN TB 80MG 90,BIOCON PHARMA INC CS,ZOCOR,80MG,90 EA,1,7.87
SIMVASTATIN TB 80MG 90 CPLT,LUPIN PHARMA INC CS NCBNET,ZOCOR,80MG,90 EA,1,6.37
SIROLIMUS SL 1MG/ML 60ML ORL,APOTEX CORP CS,RAPAMUNE,1MG/ML,60 ML,1,322.07
SIROLIMUS TB 0.5MG 100,GLENMARK PHARMA INC USA CS,RAPAMUNE,0.5MG,100 EA,1,76.77
SIROLIMUS TB 1MG 100 ORAL,GLENMARK PHARMA INC USA CS,RAPAMUNE,1MG,100 EA,1,49.77
SIROLIMUS TB 2MG 100,GLENMARK PHARMA INC USA CS,RAPAMUNE,2MG,100 EA,1,173.27
SITAGLIPTIN TB 100MG 30,ZYDUS PHARMA USA INC CS,ZITUVIO,100MG,30 EA,1,100.0
SITAGLIPTIN TB 25MG 30,ZYDUS PHARMA USA INC CS,ZITUVIO,25MG,30 EA,1,100.0
SITAGLIPTIN TB 50MG 30,ZYDUS PHARMA USA INC CS,ZITUVIO,50MG,30 EA,1,100.0
SLYND TB 4MG 28 BPK,EXELTIS USA INC,,4MG,28 EA,1,192.06
SOD CIT/CIT AC SL 500-334/5 473ML,METHOD PHARMACEUTICALS LLC CS,BICITRA,500-334MG/5ML,473 ML,1,8.87
SOD CIT/CIT AC SL 500-334/5 473ML,PHARMACEUTICAL ASSOC CS,BICITRA,500-334MG/5ML,473 ML,1,10.47
SODIUM BICARBONATE TB 325MG 1000,MAJOR RUGBY LABS CHLC,SODIUM BICARBONATE,325MG,1000 EA,1,14.01
SODIUM BICARBONATE TB 650MG 1000,MAJOR RUGBY LAB CS NLC,,650MG,1000 EA,1,14.43
SODIUM BICARBONATE TB 650MG 1000,MAJOR RUGBY LABS CS CHLC,,650MG,1000 EA,1,14.43
SODIUM BICARB SD 8.4% 25X50ML,PFIZER INJECTABLE SI,SODIUM BICARBONATE,8.4% (1MEQ/ML),25X50ML,25,268.37
SODIUM CHLORIDE AH 0.9% 100X3MLUD,LIFESTAR PHARMA LLC CS,,0.9%,100X3ML,100,21.87
SODIUM CHLORIDE AH 0.9%100X3MLUD,RITEDOSE PHARMACEUTICALS CS,,0.9%,100X3ML,100,22.27
SODIUM CHLORIDE OI 5% 3.5GM OPTH,MAJOR RUGBY LABS CHLC,,5%,3.5 GM,1,8.72
SODIUM CHLORIDE OI 5% 3.5GM OPTH,MAJOR RUGBY LABS NLC,,5%,3.5 GM,1,8.72
SODIUM CL AH 3% 60X4MLUD PF,LIFESTAR PHARMA LLC CS,,3%,60X4ML,60,25.77
SODIUM CL AH 3% 60X4MLUD PF,RITEDOSE PHARMACEUTICALS CS,,3%,60X4ML,60,22.37
SODIUM CL AH 7% 60X4MLUD PF,LIFESTAR PHARMA LLC CS,,7%,60X4ML,60,31.17
SODIUM CL AH 7% 60X4MLUD PF,RITEDOSE PHARMACEUTICALS CS,,7%,60X4ML,60,25.37
SODIUM CL MD 0.9% 25X30ML BACT,PFIZER INJECTABLE SI,SODIUM CHLORIDE BACTERIOSTATIC,0.9%,25X30ML,25,59.07
SODIUM CL SF 0.9% 25X10ML FTV,PFIZER INJECTABLE SI,SODIUM CHLORIDE,0.9%,25X10ML,25,25.37
SODIUM CL SL 5% 15ML OPTH,MAJOR RUGBY LAB CS NLC,,5%,15 ML,1,3.67
SODIUM CL SL 5% 15ML OPTH,MAJOR RUGBY LABS CS CHLC,,5%,15 ML,1,3.67
SODIUM FL 5000+ CR 1.1% 51GM SMNT,WESTMINSTER PHARMACEUTICALS CS,PREVIDENT,1.1%,51 GM,1,3.87
SODIUM FL 5000 PS 1.1% 100ML DMTH,PRASCO LABS CS,PREVIDENT,1.1%,100 ML,1,9.57
SODIUM FL 5000 PS 1.1% 100ML E/PT,PRASCO LABS CS,PREVIDENT 5000 ENAMEL PROTECT,1.1-5%,100 ML,1,10.47
SODIUM FL 5000 PS 1.1% 100ML FRT,PRASCO LABS CS,PREVIDENT 5000,1.1%,100 ML,1,9.37
SODIUM FL 5000 PS 1.1% 100ML SMNT,PRASCO LABS CS,PREVIDENT 5000,1.1%,100 ML,1,9.37
SODIUM FL 5000 SNST PS1.1-5%100ML,PRASCO LABS CS,PREVIDENT 5000 SENSITIVE,1.1-5%,100 ML,1,8.97
SODIUM FL CW 0.25MG 120,WINDER LABS LLC CS NCBNET,PREVIDENT,0.25MG,120 EA,1,6.27
SODIUM FL CW 0.5MG 120,WINDER LABS LLC CS NCBNET,PREVIDENT,0.5MG,120 EA,1,6.67
SODIUM FL CW 1MG 120,WINDER LABS LLC CS NCBNET,PREVIDENT,1MG,120 EA,1,6.27
SODIUM FL CW 1MG 120 SF DF,METHOD PHARMACEUTICALS LLC CS,LURIDE,1MG,120 EA,1,9.27
SODIUM FL PS 1.1-5% 100ML SNST,WESTMINSTER PHARMACEUTICALS CS,PREVIDENT 5000 SENSITIVE,1.1-5%,100 ML,1,13.77
SODIUM FLUORIDE BT 0.2% 473ML MINT,PRASCO LABS CS,PREVIDENT,0.2%,473 ML,1,11.47
SODIUM FLUORIDE GL 1.1% 56GM F/M,PRASCO LABS CS,PREVIDENT,1.1%,56 GM,1,4.57
SODIUM PHENYLBUT PW 250GM,ENDO USA INC CS,BUPHENYL,NOT AVAILABLE,250 GM,1,2927.37
SODIUM SULFACET SS 8-4% 473ML TOP,ACELLA PHARMACEUTICALS CS,SUMAXIN TS,8-4%,473 ML,1,34.37
SOD POLY SULF PW 15GM,SUNRISE PHARMACEUTICAL INC CS,KAYEXALATE,NOT AVAILABLE,15 GM,1,5.67
SOD POLY SULF PW 454GM,SUNRISE PHARMACEUTICAL INC CS,KAYEXALATE,NOT AVAILABLE,454 GM,1,33.17
SOD/POT/MAG SULF SL 2X177ML,ASCEND LABORATORIES CS,SUPREP,1.6-3.13-17.5GM/6OZ,2X177ML,2,35.97
SOD SULFACET/SULF LQ 9-4% 473ML,CINTEX SERVICES LLC CS,SUMAXIN,9-4%,473 ML,1,288.17
SOD SULFACET/SULF LQ9.8-4.8%285GM,ACELLA PHARMACEUTICALS CS,PLEXION,9.8-4.8%,285 GM,1,139.67
SOLIFENACIN SUCCINATE TB 10MG 30,GLENMARK PHARMA INC USA CS,VESICARE,10MG,30 EA,1,4.17
SOLIFENACIN SUCCINATE TB 10MG 90,GLENMARK PHARMA INC USA CS,VESICARE,10MG,90 EA,1,13.57
SOLIFENACIN SUCCINATE TB 5MG 30,GLENMARK PHARMA INC USA CS,VESICARE,5MG,30 EA,1,3.67
SOLIFENACIN SUCCINATE TB 5MG 90,GLENMARK PHARMA INC USA CS,VESICARE,5MG,90 EA,1,10.17
SOLUBLE FIBER THERAPY PW 454GM,MAJOR PHARMACEUTICALS CHLC,CITRUCEL LAX,NOT AVAILABLE,454 GM,1,5.7
SOLUBLE FIBER THERAPY PW 454GM,MAJOR PHARMACEUTICALS NLC,CITRUCEL LAX,NOT AVAILABLE,454 GM,1,5.7
SOLU-CORTEF PR 100MG AOV 2ML,PFIZER USPG,SOLU-CORTEF,100MG,1 EA,1,23.83
SOLU-MEDROL PR 500MG,PFIZER USPG,,500MG,1 EA,1,24.04
SORAFENIB TB 200MG 120,DR REDDYS LABS INC CS,NEXAVAR,200MG,120 EA,1,9720.17
SORE THROAT SPRAY SN 1.4% 177ML,MAJOR PHARMACEUTICALS CHLC,,1.4%,177 ML,1,2.04
SORE THROAT SPRAY SN 1.4% 177ML,MAJOR PHARMACEUTICALS NLC,,1.4%,177 ML,1,2.04
SOTALOL AF TB 120MG 100 CPLT,EPIC PHARMA LLC CS,BETAPACE AF,120MG,100 EA,1,11.67
SOTALOL AF TB 80MG 100 CPLT,EPIC PHARMA LLC CS,BETAPACE AF,80MG,100 EA,1,10.27
SOTALOL TB 120MG 100,APOTEX CORP CS,BETAPACE,120MG,100 EA,1,7.27
SOTALOL TB 160MG 100,APOTEX CORP CS,BETAPACE,160MG,100 EA,1,10.07
SOTALOL TB 240MG 100,APOTEX CORP CS,BETAPACE,240MG,100 EA,1,13.67
SOTALOL TB 80MG 100,APOTEX CORP CS,BETAPACE,80MG,100 EA,1,3.87
SPIRIVA HANDIHALER IN 18MCG 30,BOEHRINGER INGELHEIM,,18MCG,30 EA,1,329.49
SPIRIVA RESPIMAT IN 1.25MCG 4GM,BOEHRINGER INGELHEIM,,1.25MCG,4 GM,1,522.12
