count,mean,std,min,25%,50%,75%,max,delta,id,wac,awp,ndc_formatted,price,unit_price,description,product_size,manufacturer_name,brand,strength
7.0,5.549999999999999,9.593423386663633e-16,5.55,5.55,5.55,5.55,5.55,0.0,19181,25.0,80.69,65862-0218-01,5.55,0.06,Cefdinir For Susp 125 MG/5ML,100 ML,AUROBINDO PHARMA,Omnicef,125MG/5ML
1.0,35.26,,35.26,35.26,35.26,35.26,35.26,0.0,19302,225.0,2385.49,72578-0063-06,35.26,1.18,Voriconazole Tab 200 MG,30,VIONA PHARMACEUTICALS,Vfend,200MG
7.0,26.319999999999997,3.837369354665453e-15,26.32,26.32,26.32,26.32,26.32,0.0,34945,124.23,155.29,59746-0003-14,26.32,0.53,Methylprednisolone Tab 16 MG,50,JUBILANT CADISTA,Medrol,16MG
7.0,35.88,0.0,35.88,35.88,35.88,35.88,35.88,0.0,35061,178.2,1652.33,31722-0655-30,35.88,1.2,Atazanavir Sulfate Cap 300 MG (Base Equiv),30,CAMBER PHARMACEUTICALS,Reyataz,300MG
3.0,11.69,0.0,11.69,11.69,11.69,11.69,11.69,0.0,35138,140.57,281.14,60505-3483-03,11.69,0.39,Amlodipine Besylate-Atorvastatin Calcium Tab 5-20 MG,30,APOTEX,Caduet,5-20MG
7.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,0.0,43646,25.85,222.9,69584-0852-50,13.0,0.03,Spironolactone Tab 25 MG,500,OXFORD PHARMACEUTICALS,Aldactone,25MG
7.0,13.5,0.0,13.5,13.5,13.5,13.5,13.5,0.0,43705,86.0,103.2,23155-0747-03,13.5,0.45,Rasagiline Mesylate Tab 1 MG (Base Equiv),30,AVET PHARMACEUTICALS,Azilect,1MG
3.0,36.25,0.0,36.25,36.25,36.25,36.25,36.25,0.0,43710,99.18,123.98,14539-0673-06,36.25,0.6,Diflunisal Tab 500 MG,60,AVET PHARMACEUTICALS,Dolobid,500MG
7.0,3.41,0.0,3.41,3.41,3.41,3.41,3.41,0.0,43715,15.75,70.25,23155-0872-01,3.41,0.03,Torsemide Tab 10 MG,100,AVET PHARMACEUTICALS,Demadex,10MG
4.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0.0,43731,32.56,40.7,64380-0949-06,6.0,0.06,Prednisone Tab 50 MG,100,STRIDES PHARMA,Deltasone,50MG
7.0,8.590000000000002,1.9186846773327266e-15,8.59,8.59,8.59,8.59,8.59,0.0,43777,15.09,72.5,72578-0104-84,8.59,0.29,Mirtazapine Orally Disintegrating Tab 30 MG,30,VIONA PHARMACEUTICALS,Remeron SolTab,30MG
7.0,25.990000000000002,3.837369354665453e-15,25.99,25.99,25.99,25.99,25.99,0.0,43779,140.0,168.0,00054-0057-46,25.99,0.43,Digoxin Oral Soln 0.05 MG/ML,60 ML,HIKMA PHARMACEUTICALS USA,Lanoxin,0.05MG/ML
7.0,6.1499999999999995,9.593423386663633e-16,6.15,6.15,6.15,6.15,6.15,0.0,43780,12.78,70.5,72578-0103-84,6.15,0.21,Mirtazapine Orally Disintegrating Tab 15 MG,30,VIONA PHARMACEUTICALS,Remeron SolTab,15MG
1.0,1.42,,1.42,1.42,1.42,1.42,1.42,0.0,43786,5.47,42.9,00054-4297-25,1.42,0.01,Furosemide Tab 20 MG,100,HIKMA PHARMACEUTICALS USA,Lasix,20MG
7.0,0.9900000000000001,1.199177923332954e-16,0.99,0.99,0.99,0.99,0.99,0.0,43800,1.75,156.95,67877-0197-90,0.99,0.01,Amlodipine Besylate Tab 2.5 MG (Base Equivalent),90,ASCEND LABORATORIES,Norvasc,2.5MG
2.0,14.53,0.0,14.53,14.53,14.53,14.53,14.53,0.0,43807,35.75,408.35,70756-0404-11,14.53,0.15,Nitrofurantoin Monohydrate Macrocrystalline Cap 100 MG,100,LIFESTAR PHARMA,Macrobid,100MG
7.0,22.5,0.0,22.5,22.5,22.5,22.5,22.5,0.0,43821,11.2,0.0,72485-0670-35,22.5,5.62,Erythromycin Ophth Oint 5 MG/GM,3.5 GM,ARMAS PHARMACEUTICALS,Ilotycin,5MG/GM
1.0,35.95,,35.95,35.95,35.95,35.95,35.95,0.0,43828,70.8,708.54,23155-0847-09,35.95,0.4,Amlodipine Besylate-Valsartan Tab 10-320 MG,90,AVET PHARMACEUTICALS,Exforge,10-320MG
1.0,28.06,,28.06,28.06,28.06,28.06,28.06,0.0,43829,49.14,491.94,23155-0844-09,28.06,0.31,Amlodipine Besylate-Valsartan Tab 5-160 MG,90,AVET PHARMACEUTICALS,Exforge,5-160MG
7.0,7.8100000000000005,9.593423386663633e-16,7.81,7.81,7.81,7.81,7.81,0.0,43838,24.56,418.53,64980-0351-03,7.81,0.26,Famciclovir Tab 500 MG,30,RISING PHARMACEUTICALS,Famvir,500MG
5.0,282.63,0.0,282.63,282.63,282.63,282.63,282.63,0.0,43844,452.3,542.97,29033-0058-01,282.63,2.83,Theophylline Tab ER 12HR 200 MG,100,NOSTRUM LABORATORIES,Elixophyllin,200MG
3.0,69.94,0.0,69.94,69.94,69.94,69.94,69.94,0.0,43852,40.0,0.0,16571-0827-09,69.94,0.78,Captopril  Hydrochlorothiazide Tab 25-15 MG,90,RISING PHARMACEUTICALS,Capozide,25-15MG
2.0,4.55,0.0,4.55,4.55,4.55,4.55,4.55,0.0,43871,7.24,55.12,70954-0564-10,4.55,0.05,Estradiol Tab 0.5 MG,100,ANI  PHARMACEUTICALS,Estrace,0.5MG
7.0,19.95,0.0,19.95,19.95,19.95,19.95,19.95,0.0,43873,43.5,340.0,70954-0565-20,19.95,0.04,Estradiol Tab 1 MG,500,ANI  PHARMACEUTICALS,Estrace,1MG
1.0,2.49,,2.49,2.49,2.49,2.49,2.49,0.0,43880,30.95,509.1,31722-0727-90,2.49,0.03,Montelukast Sodium Chew Tab 4 MG (Base Equiv),90,CAMBER PHARMACEUTICALS,Singulair,4MG
7.0,11.260000000000002,1.9186846773327266e-15,11.26,11.26,11.26,11.26,11.26,0.0,43910,179.09,223.86,00054-9828-31,11.26,0.01,Prednisone Tab 5 MG,1000,HIKMA PHARMACEUTICALS USA,Deltasone,5MG
7.0,32.88999999999999,7.674738709330906e-15,32.89,32.89,32.89,32.89,32.89,0.0,43913,253.76,362.73,00527-1392-01,32.89,0.33,Danazol Cap 50 MG,100,LANNETT,Danocrine,50MG
7.0,4.6499999999999995,9.593423386663633e-16,4.65,4.65,4.65,4.65,4.65,0.0,43914,23.0,28.75,68180-0441-01,4.65,0.05,Cephalexin For Susp 250 MG/5ML,100 ML,LUPIN PHARMACEUTICALS,Keflex,250MG/5ML
7.0,326.5,0.0,326.5,326.5,326.5,326.5,326.5,0.0,43921,737.5,885.0,73352-0565-01,326.5,21.77,Trifena Pain Relief 1.2-5-4 %,15,TRIFLUENT PHARMA,Trifena,1.2-5-4%
4.0,17.75,0.0,17.75,17.75,17.75,17.75,17.75,0.0,43942,38.81,53.82,00574-2008-30,17.75,0.59,Nystop 100000 UNIT/GM,30 GM,PADAGIS,Nystop,100000UNIT/GM
7.0,6.450000000000001,9.593423386663633e-16,6.45,6.45,6.45,6.45,6.45,0.0,43949,30.0,0.0,51672-3020-02,6.45,0.21,Lidocaine Oint 5%,30 GM,SUN PHARMACEUTICALS,Lidoderm,5%
7.0,1.7899999999999996,4.796711693331816e-16,1.79,1.79,1.79,1.79,1.79,0.0,43952,2.39,2.87,00904-6985-20,1.79,0.02,Diphenhydramine HCl Liquid 12.5 MG/5ML,118 ML,MAJOR PHARMACEUTICALS,Children's Benadryl,12.5MG/5ML
1.0,10.09,,10.09,10.09,10.09,10.09,10.09,0.0,43956,26.88,32.26,23155-0830-01,10.09,0.1,Mycophenolate Mofetil Cap 250 MG,100,AVET PHARMACEUTICALS,CellCept,250MG
7.0,24.359999999999996,3.837369354665453e-15,24.36,24.36,24.36,24.36,24.36,0.0,43961,54.9,507.0,23155-0833-10,24.36,0.02,Hydralazine HCl Tab 25 MG,1000,AVET PHARMACEUTICALS,Apresoline,25MG
1.0,17.01,,17.01,17.01,17.01,17.01,17.01,0.0,43962,39.9,403.23,23155-0832-10,17.01,0.02,Hydralazine HCl Tab 10 MG,1000,AVET PHARMACEUTICALS,Apresoline,10MG
7.0,7.1000000000000005,0.0,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,0.0,43698,12.23,15.29,68462-0220-01,7.1000000000000005,0.07,Lithium Carbonate Cap 150 MG,100,GLENMARK PHARMACEUTICALS,Eskalith,150MG
4.0,42.51,0.0,42.51,42.51,42.51,42.51,42.51,0.0,43643,105.0,0.0,64380-0204-01,42.51,1.42,Doxepin HCl (Sleep) Tab 6 MG (Base Equiv),30,STRIDES PHARMA,Silenor,6MG
3.0,59.95000000000001,8.702335715267317e-15,59.95,59.95,59.95,59.95,59.95,0.0,43999,212.5,598.26,70710-1048-03,59.95,2.0,Erythromycin Tab 500 MG,30,ZYDUS PHARMACEUTICALS (USA),Ery-Tab,500MG
1.0,17.650000000000002,,17.650000000000002,17.650000000000002,17.650000000000002,17.650000000000002,17.650000000000002,0.0,43629,62.4,624.06,23155-0846-09,17.650000000000002,0.2,Amlodipine Besylate-Valsartan Tab 5-320 MG,90,AVET PHARMACEUTICALS,Exforge,5-320MG
3.0,14.1,0.0,14.1,14.1,14.1,14.1,14.1,0.0,43194,18.94,22.73,00536-4078-10,14.1,0.01,Niacin Tab 500 MG,1000,RUGBY LABORATORIES,NIACIN,500MG
7.0,2.3000000000000003,0.0,2.3000000000000003,2.3000000000000003,2.3000000000000003,2.3000000000000003,2.3000000000000003,0.0,43199,2.1,2.52,69618-0068-54,2.3000000000000003,0.02,Tussin Mucus  Chest Congest 100 MG/5ML,118 ML,RELIABLE 1 LABS,Robitussin Mucus+Chest Congest,100MG/5ML
7.0,1.5500000000000003,2.398355846665908e-16,1.55,1.55,1.55,1.55,1.55,0.0,43212,1.56,1.87,69618-0015-01,1.55,0.02,Aspirin Tab Delayed Release 325 MG,100,RELIABLE 1 LABS,Aspirin,325MG
7.0,5.170000000000001,9.593423386663633e-16,5.17,5.17,5.17,5.17,5.17,0.0,43214,0.0,0.0,369618018549,5.17,0.04,Vitamin C Liquid 4oz 500 MG/5ML,118 ML,False,Liquid C 500MG,500MG/5ML
7.0,37.53000000000001,7.674738709330906e-15,37.53,37.53,37.53,37.53,37.53,0.0,43225,74.57,0.0,55111-0614-30,37.53,1.25,Pramipexole Dihydrochloride Tab ER 24HR 3 MG,30,"DR.REDDY'S LABORATORIES, INC.",Mirapex ER,3MG
7.0,2.82,0.0,2.82,2.82,2.82,2.82,2.82,0.0,43239,2.55,3.06,69618-0028-01,2.82,0.03,Meclizine HCl Chew Tab 25 MG,100,RELIABLE 1 LABS,Travel-Ease,25MG
3.0,2.19,0.0,2.19,2.19,2.19,2.19,2.19,0.0,43240,1.98,2.38,69618-0027-01,2.19,0.02,Meclizine HCl Tab 12.5 MG,100,RELIABLE 1 LABS,Antivert,12.5MG
3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,43248,0.0,0.0,69618-0705-09,3.0,0.06,Ferrous Sulfate Drops,50 ML,False,Fer-In-Sol,
3.0,16.6,0.0,16.6,16.6,16.6,16.6,16.6,0.0,43256,33.74,308.86,72205-0262-30,16.6,0.55,Vilazodone HCl Tab 40 MG,30,NOVADOZ PHARMACEUTICALS,Viibryd,40MG
7.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,0.0,43257,43.75,52.5,72266-0118-25,31.0,31.0,Ketorolac Tromethamine Inj 30 MG/ML,1 ML X 25,FOSUN PHARMA USA,Toradol,30MG/ML
3.0,18.5,0.0,18.5,18.5,18.5,18.5,18.5,0.0,43259,33.74,308.86,72205-0260-30,18.5,0.62,Vilazodone HCl Tab 10 MG,30,NOVADOZ PHARMACEUTICALS,Viibryd,10MG
7.0,29.759999999999998,3.837369354665453e-15,29.76,29.76,29.76,29.76,29.76,0.0,43300,123.4,178.42,70954-0404-10,29.76,0.3,Dexamethasone Tab 6 MG,100,ANI  PHARMACEUTICALS,Decadron,6MG
7.0,195.23,0.0,195.23,195.23,195.23,195.23,195.23,0.0,43309,338.75,0.0,70377-0103-11,195.23,6.51,Aminocaproic Acid Tab 1000 MG,30,BIOCON PHARMA,Amicar,1000MG
1.0,335.99,,335.99,335.99,335.99,335.99,335.99,0.0,43360,1076.82,1292.15,67877-0675-84,335.99,11.2,Deferasirox Granules Packet 90 MG,30,ASCEND LABORATORIES,Jadenu,90MG
7.0,2.6999999999999997,4.796711693331816e-16,2.7,2.7,2.7,2.7,2.7,0.0,43379,29.77,148.84,57664-0649-88,2.7,0.03,Chlorthalidone Tab 50 MG,100,SUN PHARMACEUTICALS,Thalitone,50MG
3.0,6.07,0.0,6.07,6.07,6.07,6.07,6.07,0.0,43410,43.62,995.17,23155-0025-05,6.07,0.01,Buspirone HCl Tab 15 MG,500,AVET PHARMACEUTICALS,BuSpar,15MG
3.0,5.26,0.0,5.26,5.26,5.26,5.26,5.26,0.0,43414,28.0,721.0,23155-0843-05,5.26,0.01,Metformin HCl Tab 1000 MG,500,AVET PHARMACEUTICALS,Glucophage,1000MG
7.0,8.26,0.0,8.26,8.26,8.26,8.26,8.26,0.0,43464,40.07,118.0,29033-0503-31,8.26,0.07,Fluoxetine HCl Solution 20 MG/5ML,120 ML,NOSTRUM LABORATORIES,Prozac,20MG/5ML
7.0,4.75,0.0,4.75,4.75,4.75,4.75,4.75,0.0,43466,19.4,23.28,69315-0306-15,4.75,0.32,Nystatin Topical Powder 100000 Unit/GM,15 GM,LEADING PHARMA,Nystop,100000UNIT/GM
7.0,38.5,0.0,38.5,38.5,38.5,38.5,38.5,0.0,43485,98.73,118.48,00574-9855-10,38.5,0.39,Budesonide Delayed Release Particles Cap 3 MG,100,PADAGIS,Entocort EC,3MG
7.0,79.67999999999999,1.5349477418661813e-14,79.68,79.68,79.68,79.68,79.68,0.0,43486,132.0,0.0,70700-0187-23,79.68,3.98,Fluorouracil IV Soln 1 GM/20ML (50 MG/ML),20 ML X 10,XIROMED,Adrucil,1GM/20ML
3.0,12.75,0.0,12.75,12.75,12.75,12.75,12.75,0.0,43487,16.13,19.36,60258-0099-01,12.75,0.13,Iron 100/C 100-250 MG,100,CYPRESS PHARMACEUTICAL,Iron/Vitamin C,100-250MG
4.0,3.0500000000000003,0.0,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,0.0,43551,3.18,3.82,69618-0059-51,3.0500000000000003,0.1,Infants Gas Relief 20 MG/0.3ML,30 ML,RELIABLE 1 LABS,Mylicon,20MG/0.3ML
1.0,66.5,,66.5,66.5,66.5,66.5,66.5,0.0,43590,60.0,0.0,59651-0086-30,66.5,2.22,Darunavir Tab 800 MG,30,AUROBINDO PHARMA,Prezista,800MG
1.0,64.55,,64.55,64.55,64.55,64.55,64.55,0.0,43591,60.0,0.0,59651-0085-60,64.55,1.08,Darunavir Tab 600 MG,60,AUROBINDO PHARMA,Prezista,600MG
7.0,27.22,0.0,27.22,27.22,27.22,27.22,27.22,0.0,43604,45.59,103.59,58657-0489-01,27.22,0.97,Urea Cream 40%,28.4 GM,METHOD PHARMACEUTICALS,Rea lo,40%
4.0,2.74,0.0,2.74,2.74,2.74,2.74,2.74,0.0,43619,3.75,44.1,47335-0706-49,2.74,1.37,Ipratropium Bromide Inhal Soln 0.02%,2.5 ML X 25,SUN PHARMACEUTICALS,Atrovent,0.02%
7.0,229.95000000000002,3.0698954837323625e-14,229.95,229.95,229.95,229.95,229.95,0.0,43622,428.36,1039.71,72888-0096-19,229.95,229.95,Dihydroergotamine Mesylate Nasal Spray 4 MG/ML,1 ML X 8,ADVAGEN PHARMA,Migranal,4MG/ML
7.0,10.590000000000002,1.9186846773327266e-15,10.59,10.59,10.59,10.59,10.59,0.0,43624,86.0,103.2,23155-0747-03,10.59,0.35,Rasagiline Mesylate Tab 1 MG (Base Equiv),30,AVET PHARMACEUTICALS,Azilect,1MG
1.0,46.99,,46.99,46.99,46.99,46.99,46.99,0.0,43984,50.0,0.0,31722-0676-32,46.99,2.35,Roflumilast Tab 250 MCG,20,CAMBER PHARMACEUTICALS,Daliresp,250MCG
3.0,24.95,0.0,24.95,24.95,24.95,24.95,24.95,0.0,44020,0.0,610.82,70756-0612-70,24.95,12.47,Arformoterol Tartrate Soln Nebu 15 MCG/2ML (Base Equiv),2 ML X 30,LIFESTAR PHARMA,Brovana,15MCG/2ML
7.0,20.95,0.0,20.95,20.95,20.95,20.95,20.95,0.0,35217,44.0,0.0,70377-0040-11,20.95,0.17,Mycophenolate Sodium Tab DR 360 MG (Mycophenolic Acid Equiv),120,BIOCON PHARMA,Myfortic,360MG
1.0,89.5,,89.5,89.5,89.5,89.5,89.5,0.0,44278,83.29,1116.35,13668-0453-01,89.5,0.9,Anagrelide HCl Cap 0.5 MG,100,TORRENT PHARMACEUTICALS,Agrylin,0.5MG
7.0,2.7100000000000004,4.796711693331816e-16,2.71,2.71,2.71,2.71,2.71,0.0,44281,2.66,3.19,00536-1287-36,2.71,0.01,Stomach Relief Extra Strength 525 MG/15ML,237 ML,RUGBY LABORATORIES,PEPTO BISMOL MS 1050MG LIQUID,525MG/15ML
7.0,2.36,0.0,2.36,2.36,2.36,2.36,2.36,0.0,44322,18.0,421.71,16571-0788-12,2.36,0.02,Levetiracetam Tab 500 MG,120,RISING PHARMACEUTICALS,Keppra,500MG
3.0,1.29,0.0,1.29,1.29,1.29,1.29,1.29,0.0,44328,4.8,399.61,16571-0717-01,1.29,0.01,Quetiapine Fumarate Tab 25 MG,100,RISING PHARMACEUTICALS,Seroquel,25MG
7.0,52.230000000000004,7.674738709330906e-15,52.23,52.23,52.23,52.23,52.23,0.0,44331,60.0,2262.89,72205-0184-60,52.23,0.87,Darunavir Tab 600 MG,60,NOVADOZ PHARMACEUTICALS,Prezista,600MG
1.0,101.99,,101.99,101.99,101.99,101.99,101.99,0.0,44335,119.64,149.55,00781-6022-46,101.99,1.02,Clarithromycin For Susp 125 MG/5ML,100 ML,SANDOZ,Biaxin,125MG/5ML
7.0,84.5,0.0,84.5,84.5,84.5,84.5,84.5,0.0,44336,94.21,117.76,00781-6023-52,84.5,1.69,Clarithromycin For Susp 250 MG/5ML,50 ML,SANDOZ,Biaxin,250MG/5ML
7.0,56.230000000000004,7.674738709330906e-15,56.23,56.23,56.23,56.23,56.23,0.0,44338,60.0,2262.89,72205-0185-30,56.23,1.87,Darunavir Tab 800 MG,30,NOVADOZ PHARMACEUTICALS,Prezista,800MG
7.0,2.09,0.0,2.09,2.09,2.09,2.09,2.09,0.0,44359,5.76,6.91,76282-0706-90,2.09,0.02,Gabapentin Tab 600 MG,90,EXELAN PHARMACEUTICALS,Neurontin,600MG
1.0,29.4,,29.4,29.4,29.4,29.4,29.4,0.0,44367,126.43,189.68,45802-0134-30,29.4,0.98,Estradiol TD Gel 0.25 MG/0.25GM (0.1%),30,PADAGIS,Divigel,0.25MG/0.25GM
7.0,33.949999999999996,7.674738709330906e-15,33.95,33.95,33.95,33.95,33.95,0.0,44368,126.43,189.68,45802-0310-30,33.95,1.13,Estradiol TD Gel 0.75 MG/0.75GM (0.1%),30,PADAGIS,Divigel,0.75MG/0.75GM
7.0,42.88999999999999,7.674738709330906e-15,42.89,42.89,42.89,42.89,42.89,0.0,44373,0.0,0.0,00113-8101-03,42.89,1.53,Opill 0.075MG,28 X 3,False,Opill,0.075MG
7.0,17.59,0.0,17.59,17.59,17.59,17.59,17.59,0.0,44374,0.0,0.0,00113-8101-01,17.59,0.63,Opill 0.075MG,28,False,Opill,0.075MG
7.0,1.25,0.0,1.25,1.25,1.25,1.25,1.25,0.0,44383,2.85,3.59,65862-0706-01,1.25,0.01,Amoxicillin (Trihydrate) For Susp 125 MG/5ML,100 ML,AUROBINDO PHARMA,Amoxil,125MG/5ML
7.0,12.549999999999999,1.9186846773327266e-15,12.55,12.55,12.55,12.55,12.55,0.0,44462,57.99,72.49,68462-0142-01,12.55,0.13,Clindamycin HCl Cap 75 MG,100,GLENMARK PHARMACEUTICALS,Cleocin,75MG
3.0,96.64,0.0,96.64,96.64,96.64,96.64,96.64,0.0,44478,400.0,0.0,68462-0682-01,96.64,0.97,Sirolimus Tab 0.5 MG,100,GLENMARK PHARMACEUTICALS,Rapamune,0.5MG
7.0,3.4499999999999997,4.796711693331816e-16,3.45,3.45,3.45,3.45,3.45,0.0,44482,19.0,87.97,57237-0058-20,3.45,0.17,Cefuroxime Axetil Tab 250 MG,20,RISING PHARMACEUTICALS,CEFTIN,250MG
7.0,5.32,0.0,5.32,5.32,5.32,5.32,5.32,0.0,44484,40.0,160.31,57237-0059-20,5.32,0.27,Cefuroxime Axetil Tab 500 MG,20,RISING PHARMACEUTICALS,CEFTIN,500MG
7.0,210.99,0.0,210.99,210.99,210.99,210.99,210.99,0.0,44575,470.81,995.7,21922-0050-07,210.99,3.52,Clindamycin Phosphate-Tretinoin Gel 1.2-0.025%,60 GM,ENCUBE ETHICALS,Veltin,1.2-0.025%
7.0,184.5,0.0,184.5,184.5,184.5,184.5,184.5,0.0,44596,120.0,0.0,31722-0621-60,184.5,3.08,Dabigatran Etexilate Mesylate Cap 75 MG (Etexilate Base Eq),60,CAMBER PHARMACEUTICALS,Pradaxa,75MG
1.0,49.5,,49.5,49.5,49.5,49.5,49.5,0.0,44614,84.66,10418.33,72241-0051-11,49.5,0.05,Olanzapine Tab 2.5 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,2.5MG
1.0,38.95,,38.95,38.95,38.95,38.95,38.95,0.0,44617,88.16,12286.66,72241-0052-11,38.95,0.04,Olanzapine Tab 5 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,5MG
7.0,3.27,0.0,3.27,3.27,3.27,3.27,3.27,0.0,17282,13.96,27.75,64980-0513-01,3.27,0.33,Timolol Maleate Ophth Soln 0.25%,10 ML,RISING PHARMACEUTICALS,Timoptic,0.25%
7.0,45.78000000000001,7.674738709330906e-15,45.78,45.78,45.78,45.78,45.78,0.0,44619,108.07,14946.67,72241-0053-11,45.78,0.05,Olanzapine Tab 7.5 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,7.5MG
7.0,58.92000000000001,7.674738709330906e-15,58.92,58.92,58.92,58.92,58.92,0.0,44620,145.46,20117.91,72241-0055-11,58.92,0.06,Olanzapine Tab 15 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,15MG
7.0,69.76,0.0,69.76,69.76,69.76,69.76,69.76,0.0,44621,179.34,24803.7,72241-0056-11,69.76,0.07,Olanzapine Tab 20 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,20MG
7.0,30.5,0.0,30.5,30.5,30.5,30.5,30.5,0.0,44623,152.11,290.75,61314-0647-10,30.5,3.0500000000000003,Tobramycin-Dexamethasone Ophth Susp 0.3-0.1%,10 ML,SANDOZ,Tobradex,0.3-0.1%
7.0,6.79,0.0,6.79,6.79,6.79,6.79,6.79,0.0,44630,34.05,817.77,75834-0281-00,6.79,0.01,Atenolol Tab 25 MG,1000,NIVAGEN PHARMACEUTICALS,Tenormin,25MG
7.0,13.849999999999998,1.9186846773327266e-15,13.85,13.85,13.85,13.85,13.85,0.0,44631,61.0,1251.5,75834-0283-00,13.85,0.01,Atenolol Tab 100 MG,1000,NIVAGEN PHARMACEUTICALS,Tenormin,100MG
7.0,4.839999999999999,9.593423386663633e-16,4.84,4.84,4.84,4.84,4.84,0.0,44637,8.98,11.23,70069-0233-01,4.84,0.32,Brimonidine Tartrate Ophth Soln 0.2%,15 ML,SOMERSET THERAPEUTICS,Alphagan P,0.2%
7.0,189.5,0.0,189.5,189.5,189.5,189.5,189.5,0.0,44279,179.1,2406.85,13668-0462-01,189.5,1.9,Anagrelide HCl Cap 1 MG,100,TORRENT PHARMACEUTICALS,Agrylin,1MG
1.0,19.68,,19.68,19.68,19.68,19.68,19.68,0.0,44277,79.5,175.0,24979-0211-04,19.68,0.33,Topiramate Sprinkle Cap 25 MG,60,UPSHER-SMITH,Topamax Sprinkle,25MG
7.0,3.89,0.0,3.89,3.89,3.89,3.89,3.89,0.0,44039,35.0,42.0,72205-0183-01,3.89,3.89,Bortezomib For Inj 3.5 MG,1,NOVADOZ PHARMACEUTICALS,Velcade,3.5MG
1.0,16.72,,16.72,16.72,16.72,16.72,16.72,0.0,44276,65.0,144.0,24979-0210-04,16.72,0.28,Topiramate Sprinkle Cap 15 MG,60,UPSHER-SMITH,Topamax Sprinkle,15MG
7.0,13.460000000000004,3.837369354665453e-15,13.46,13.46,13.46,13.46,13.46,0.0,44043,110.67,557.57,33342-0396-44,13.46,0.01,Levothyroxine Sodium Tab 88 MCG,1000,MACLEODS PHARMACEUTICALS,Synthroid,88MCG
7.0,13.69,0.0,13.69,13.69,13.69,13.69,13.69,0.0,44044,90.44,436.93,33342-0393-44,13.69,0.01,Levothyroxine Sodium Tab 25 MCG,1000,MACLEODS PHARMACEUTICALS,Synthroid,25MCG
3.0,15.89,0.0,15.89,15.89,15.89,15.89,15.89,0.0,44048,118.44,649.7,33342-0398-44,15.89,0.02,Levothyroxine Sodium Tab 112 MCG,1000,MACLEODS PHARMACEUTICALS,Synthroid,112MCG
7.0,17.56,0.0,17.56,17.56,17.56,17.56,17.56,0.0,44051,126.56,667.87,33342-0400-44,17.56,0.02,Levothyroxine Sodium Tab 137 MCG,1000,MACLEODS PHARMACEUTICALS,Synthroid,137MCG
3.0,12.75,0.0,12.75,12.75,12.75,12.75,12.75,0.0,44067,35.15,54.1,45802-0222-37,12.75,0.21,Fluticasone Propionate Cream 0.05%,60 GM,PADAGIS,Cutivate,0.05%
7.0,14.75,0.0,14.75,14.75,14.75,14.75,14.75,0.0,44073,95.0,492.07,70748-0127-49,14.75,0.26,Varenicline Tartrate Tab 0.5 MG (Base Equiv),56,LUPIN PHARMACEUTICALS,Chantix,0.5MG
7.0,88.25,0.0,88.25,88.25,88.25,88.25,88.25,0.0,44077,250.0,1035.81,65862-0813-90,88.25,0.98,Pitavastatin Calcium Tab 2 MG,90,AUROBINDO PHARMA,Livalo Oral Tablet,2MG
7.0,47.63999999999999,7.674738709330906e-15,47.64,47.64,47.64,47.64,47.64,0.0,44082,188.44,316.86,52536-0183-03,47.64,1.59,Erythromycin Tab Delayed Release 333 MG,30,WILSHIRE PHARMACEUTICALS,Erythrocin,333MG
7.0,8.75,0.0,8.75,8.75,8.75,8.75,8.75,0.0,44089,11.0,13.2,00904-6852-72,8.75,0.03,Loratadine Tab 10 MG,300,MAJOR PHARMACEUTICALS,Claritin,10MG
7.0,1.49,0.0,1.49,1.49,1.49,1.49,1.49,0.0,44093,5.1,242.2,70756-0051-11,1.49,0.01,Famotidine Tab 20 MG,100,LIFESTAR PHARMA,Pepcid,20MG
7.0,6.880000000000001,9.593423386663633e-16,6.88,6.88,6.88,6.88,6.88,0.0,44094,28.7,102.69,70756-0014-02,6.88,0.28,Nitroglycerin SL Tab 0.4 MG,25 X 4,LIFESTAR PHARMA,Nitrostat,0.4MG
7.0,2.4899999999999998,4.796711693331816e-16,2.49,2.49,2.49,2.49,2.49,0.0,44095,10.25,468.16,70756-0052-11,2.49,0.02,Famotidine Tab 40 MG,100,LIFESTAR PHARMA,Pepcid,40MG
7.0,4.509999999999999,9.593423386663633e-16,4.51,4.51,4.51,4.51,4.51,0.0,44102,10.4,0.0,70756-0016-11,4.51,0.05,Nitroglycerin SL Tab 0.6 MG,100,LIFESTAR PHARMA,Nitrostat,0.6MG
7.0,98.27,0.0,98.27,98.27,98.27,98.27,98.27,0.0,44109,578.59,694.31,51672-1403-04,98.27,1.97,Clindamycin Phosphate-Benzoyl Peroxide Gel 1.2-3.75%,50 GM,SUN PHARMACEUTICALS,Onexton,1.2-3.75%
